eco,opening,rating_band,games,white_win_rate,pct_of_band
A46,Indian Game: Wade-Tartakower Defense,1600-2000,2982,0.4949698189134809,0.08679850608768395
D00,Blackmar-Diemer Gambit,1600-2000,2971,0.47357791989229214,0.08647832380499967
B32,Sicilian Defense: Franco-Sicilian Variation,1600-2000,2959,0.5856708347414668,0.08612903404207137
A43,Old Benoni Defense #2,1600-2000,2946,0.5105227427019687,0.08575063679889904
A46,Torre Attack #2,1600-2000,2943,0.5191980971797485,0.08566331435816696
C23,Bishop's Opening: Philidor Counterattack,1600-2000,2941,0.5498129887793267,0.08560509939767891
B90,Sicilian Defense: Najdorf Variation,1600-2000,2930,0.44573378839590444,0.08528491711499464
C70,"Ruy Lopez: Morphy Defense, Caro Variation",1600-2000,2892,0.5843706777316736,0.08417883286572167
C57,"Italian Game: Two Knights Defense, Fried Liver Attack",1600-2000,2854,0.7207428170988087,0.0830727486164487
C41,Philidor Defense: Exchange Variation #3,1600-2000,2850,0.5021052631578947,0.0829563186954726
C34,"King's Gambit Accepted, Schallopp Defense",1600-2000,2840,0.6140845070422535,0.08266524389303234
C22,Center Game: Paulsen Attack Variation,1600-2000,2816,0.4481534090909091,0.08196666436717573
B40,"Sicilian Defense: French Variation, Open",1600-2000,2814,0.4683724235963042,0.08190844940668768
D53,Queen's Gambit Declined: 4.Bg5 Be7,1600-2000,2799,0.5066095033940693,0.0814718372030273
A40,Englund Gambit Complex Declined,1600-2000,2798,0.4731951393852752,0.08144272972278327
D35,Queen's Gambit Declined: Exchange Variation,1600-2000,2767,0.53017708709794,0.08054039783521848
B02,Alekhine Defense: Normal Variation,1600-2000,2747,0.4681470695303968,0.07995824823033797
C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",1600-2000,2720,0.46176470588235297,0.07917234626374928
D50,Queen's Gambit Declined: Modern Variation,1600-2000,2695,0.5461966604823748,0.07844465925764864
C25,Vienna Game: Anderssen Defense,1600-2000,2691,0.4908955778520996,0.07832822933667254
A00,Polish Opening: Czech Defense,1600-2000,2677,0.5203586103847591,0.07792072461325619
B15,Caro-Kann Defense,1600-2000,2662,0.560480841472577,0.07748411240959581
D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",1600-2000,2656,0.5071536144578314,0.07730946752813166
D03,Queen's Pawn Game: Torre Attack,1600-2000,2648,0.5083081570996979,0.07707660768617945
A46,Indian Game: London System,1600-2000,2632,0.496580547112462,0.07661088800227503
C48,Four Knights Game: Spanish Variation,1600-2000,2617,0.49369507069163165,0.07617427579861466
C36,King's Gambit Accepted: Modern Defense #2,1600-2000,2610,0.5900383141762452,0.07597052343690648
C20,King's Pawn Game: King's Head Opening #2,1600-2000,2597,0.3862148633038121,0.07559212619373415
C57,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",1600-2000,2596,0.5581664098613252,0.07556301871349012
A42,Sicilian Defense: Hyperaccelerated Fianchetto,1600-2000,2566,0.45713172252533124,0.07468979430616936
D10,Slav Defense #3,1600-2000,2562,0.5624512099921936,0.07457336438519326
B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,1600-2000,2559,0.545916373583431,0.07448604194446118
B06,Modern Defense: Three Pawns Attack,1600-2000,2555,0.5205479452054794,0.07436961202348508
B01,Scandinavian Defense: Blackburne Gambit,1600-2000,2554,0.4792482380579483,0.07434050454324106
B00,King's Pawn Game: Nimzowitsch Defense,1600-2000,2526,0.613618368962787,0.07352549509640834
B46,Sicilian Defense: Paulsen Variation,1600-2000,2523,0.4470868014268728,0.07343817265567626
C46,Three Knights Opening #2,1600-2000,2519,0.4978165938864629,0.07332174273470016
A00,Gedult's Opening,1600-2000,2517,0.38974970202622167,0.0732635277742121
B45,Sicilian Defense: Four Knights Variation,1600-2000,2513,0.4440907282132909,0.073147097853236
B01,Scandinavian Defense: Blackburne-Kloosterboer Gambit,1600-2000,2485,0.47002012072434607,0.0723320884064033
E60,"King's Indian Defense: Normal Variation, King's Knight Variation",1600-2000,2474,0.47413096200485044,0.07201190612371902
A00,Anderssen Opening,1600-2000,2474,0.473322554567502,0.07201190612371902
B57,"Sicilian Defense: Modern Variations, Main Line",1600-2000,2445,0.4306748466257669,0.07116778919664228
B02,Alekhine Defense: John Tracy Gambit,1600-2000,2444,0.40384615384615385,0.07113868171639824
B06,Modern Defense: Two Knights Variation,1600-2000,2440,0.48565573770491804,0.07102225179542215
B52,"Sicilian Defense: Canal Attack, Main Line",1600-2000,2439,0.47150471504715047,0.07099314431517813
A48,London System,1600-2000,2430,0.4510288065843621,0.0707311769929819
B07,Pirc Defense #2,1600-2000,2429,0.521613832853026,0.07070206951273787
A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,1600-2000,2424,0.5033003300330033,0.07055653211151774
B32,Sicilian Defense: Open #2,1600-2000,2420,0.4971074380165289,0.07044010219054164
C11,"French Defense: Classical Variation, Steinitz Variation",1600-2000,2411,0.4661965989216093,0.07017813486834541
A00,Kadas Opening,1600-2000,2411,0.36997096640398175,0.07017813486834541
B20,Sicilian Defense: Lasker-Dunne Attack,1600-2000,2407,0.47528043207312004,0.07006170494736931
B01,"Scandinavian Defense: Main Line, Mieses Variation",1600-2000,2397,0.475177304964539,0.06977063014492906
A02,Bird Opening: From's Gambit,1600-2000,2375,0.4652631578947368,0.0691302655795605
B70,Sicilian Defense: Dragon Variation,1600-2000,2366,0.4273034657650042,0.06886829825736428
D20,Queen's Gambit Accepted: Saduleto Variation,1600-2000,2363,0.6106644096487516,0.06878097581663219
C10,French Defense: Marshall Variation,1600-2000,2360,0.5639830508474576,0.06869365337590011
C01,French Defense: Mediterranean Defense,1600-2000,2357,0.5345778532032245,0.06860633093516803
B07,Pirc Defense #3,1600-2000,2357,0.4993635977938057,0.06860633093516803
C66,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",1600-2000,2355,0.5346072186836518,0.06854811597467998
B33,Sicilian Defense: Open,1600-2000,2336,0.4366438356164384,0.0679950738500435
E20,Nimzo-Indian Defense,1600-2000,2333,0.4766395199314188,0.06790775140931142
D05,Colle System #2,1600-2000,2287,0.4844774814167031,0.06656880731808625
B02,Alekhine Defense: Two Pawn Attack,1600-2000,2260,0.5123893805309735,0.06578290535149756
C28,Bishop's Opening: Vienna Hybrid,1600-2000,2236,0.5330948121645797,0.06508432582564096
C26,Vienna Game: Falkbeer Variation,1600-2000,2227,0.44319712617871576,0.06482235850344473
B01,Scandinavian Defense: Icelandic-Palme Gambit,1600-2000,2218,0.44229035166816955,0.0645603911812485
A17,"English Opening: Anglo-Indian Defense, Hedgehog System",1600-2000,2217,0.4961659900766802,0.06453128370100447
B13,Caro-Kann Defense: Panov Attack #2,1600-2000,2214,0.506323396567299,0.0644439612602724
B56,Sicilian Defense: Classical Variation,1600-2000,2195,0.46788154897494305,0.06389091913563591
B90,"Sicilian Defense: Najdorf Variation, English Attack",1600-2000,2178,0.48622589531680444,0.06339609197148748
A41,Queen's Pawn Game: Anglo-Slav Opening,1600-2000,2173,0.50483202945237,0.06325055457026735
B06,Modern Defense: Standard Line,1600-2000,2172,0.5759668508287292,0.06322144709002332
B03,Alekhine Defense: Exchange Variation,1600-2000,2163,0.4637078132223763,0.06295947976782709
C40,Elephant Gambit: Paulsen Countergambit,1600-2000,2157,0.4432081594807603,0.06278483488636295
C21,Center Game,1600-2000,2135,0.4529274004683841,0.06214447032099438
C53,"Italian Game: Classical Variation, Giuoco Pianissimo",1600-2000,2134,0.514058106841612,0.06211536284075036
A00,Van Geet Opening: Reversed Nimzowitsch,1600-2000,2132,0.474671669793621,0.06205714788026231
C45,Scotch Game: Haxo Gambit,1600-2000,2116,0.5595463137996219,0.0615914281963579
B01,Scandinavian Defense: Panov Transfer,1600-2000,2111,0.43675982946470865,0.06144589079513777
C42,Russian Game: Damiano Variation,1600-2000,2108,0.7229601518026565,0.06135856835440569
B53,Sicilian Defense: Chekhover Variation,1600-2000,2108,0.45683111954459205,0.06135856835440569
A03,Bird Opening,1600-2000,2094,0.4890162368672397,0.060951063630989344
B00,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",1600-2000,2084,0.5379078694817658,0.06065998882854908
A00,Clemenz Opening,1600-2000,2067,0.41654571843251087,0.06016516166440065
B40,Sicilian Defense: Marshall Counterattack,1600-2000,2061,0.4983017952450267,0.059990516782936494
C28,Vienna Game: Vienna Gambit,1600-2000,2058,0.6073858114674441,0.059903194342204424
A46,Yusupov-Rubinstein System,1600-2000,2051,0.5060945880058508,0.05969944198049624
B90,"Sicilian Defense: Najdorf, Lipnitsky Attack",1600-2000,2050,0.47853658536585364,0.05967033450025222
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation #2",1600-2000,2049,0.5407515861395803,0.05964122702000819
C44,King's Pawn Game: Tayler Opening,1600-2000,2034,0.48180924287118976,0.059204614816347804
A04,Zukertort Opening: Ross Gambit,1600-2000,2028,0.5862919132149902,0.05902996993488365
C30,"King's Gambit Declined, Classical Variation",1600-2000,2023,0.5491843796342066,0.05888443253366353
A08,King's Indian Attack,1600-2000,2021,0.4962889658584859,0.05882621757317548
C20,King's Pawn Opening: 2.b3,1600-2000,2017,0.3882002974714923,0.05870978765219937
A45,Indian Game: Tartakower Attack,1600-2000,2015,0.4521091811414392,0.05865157269171132
A00,Ware Opening,1600-2000,2011,0.37941322725012433,0.05853514277073522
B32,Sicilian Defense: Open,1600-2000,2001,0.6356821589205397,0.05824406796829497
A25,"English Opening: King's English Variation, Reversed Closed Sicilian",1600-2000,2000,0.547,0.05821496048805094
B20,Sicilian Defense: Snyder Variation,1600-2000,1994,0.4353059177532598,0.05804031560658679
B07,Rat Defense: Antal Defense,1600-2000,1981,0.48864209994952046,0.05766191836341446
D07,Queen's Gambit Refused: Chigorin Defense #3,1600-2000,1976,0.6371457489878543,0.05751638096219433
E61,Indian Game: West Indian Defense,1600-2000,1974,0.4214792299898683,0.05745816600170628
A40,Englund Gambit Complex: Englund Gambit,1600-2000,1960,0.45,0.05705066127828992
C40,Latvian Gambit Accepted,1600-2000,1956,0.48773006134969327,0.05693423135731382
B06,Modern Defense: Mongredien Defense #2,1600-2000,1938,0.49226006191950467,0.056410296712921366
A57,Benko Gambit,1600-2000,1938,0.4024767801857585,0.056410296712921366
B06,Modern Defense: Standard Defense,1600-2000,1933,0.5245732022762545,0.05626475931170123
D01,Richter-Veresov Attack,1600-2000,1917,0.4694835680751174,0.05579903962779683
E21,Nimzo-Indian Defense: Three Knights Variation,1600-2000,1905,0.5280839895013123,0.055449749864868524
C48,"Four Knights Game: Spanish Variation, Classical Variation",1600-2000,1905,0.47506561679790027,0.055449749864868524
E70,King's Indian Defense: Normal Variation,1600-2000,1900,0.5368421052631579,0.055304212463648396
A41,Modern Defense,1600-2000,1887,0.4605193428722841,0.05492581522047607
B01,Scandinavian Defense: Marshall Variation,1600-2000,1860,0.4870967741935484,0.05413991325388738
A35,"English Opening: Symmetrical Variation, Two Knights Variation",1600-2000,1855,0.505121293800539,0.053994375852667253
B00,Goldsmith Defense,1600-2000,1849,0.5722011898323418,0.0538197309712031
A46,Torre Attack,1600-2000,1845,0.5040650406504065,0.053703301050227
D07,Queen's Gambit Refused: Chigorin Defense,1600-2000,1838,0.5935799782372143,0.05349954868851881
A52,Budapest Defense: Adler Variation,1600-2000,1831,0.4718732932823594,0.053295796326810634
E30,Nimzo-Indian Defense: Leningrad Variation,1600-2000,1827,0.4871373836891078,0.05317936640583453
C20,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",1600-2000,1814,0.48787210584343993,0.052800969162662206
B03,Alekhine Defense #2,1600-2000,1791,0.5527638190954773,0.05213149711704962
B36,Sicilian Defense: Accelerated Dragon,1600-2000,1783,0.45877734155916994,0.051898637275097415
A84,Dutch Defense: Rubinstein Variation,1600-2000,1767,0.46972269383135257,0.05143291759119301
D44,Queen's Gambit Declined: Vienna Variation,1600-2000,1758,0.608646188850967,0.05117095026899678
D35,Queen's Gambit Declined: Harrwitz Attack,1600-2000,1750,0.5154285714285715,0.05093809042704458
A01,Nimzo-Larsen Attack: Symmetrical Variation,1600-2000,1749,0.5242995997712979,0.050908982946800546
B27,Sicilian Defense,1600-2000,1742,0.5964408725602756,0.050705230585092374
B20,Sicilian Defense: Wing Gambit,1600-2000,1742,0.4908151549942595,0.050705230585092374
A46,Indian Game: Spielmann-Indian,1600-2000,1736,0.42626728110599077,0.050530585703628214
C10,French Defense: Paulsen Variation,1600-2000,1735,0.5671469740634005,0.050501478223384196
B00,Nimzowitsch Defense: Williams Variation,1600-2000,1731,0.5210860774119006,0.05038504830240809
C53,"Italian Game: Classical Variation, Albin Gambit",1600-2000,1693,0.5759007678676905,0.04927896405313512
B00,Ware Defense,1600-2000,1693,0.6113408151210868,0.04927896405313512
A65,Benoni Defense: King's Pawn Line,1600-2000,1693,0.5162433549911399,0.04927896405313512
D04,"Queen's Pawn Game: Colle System, Anti-Colle",1600-2000,1690,0.47159763313609465,0.04919164161240304
C02,"French Defense: Advance Variation, Euwe Variation",1600-2000,1690,0.38875739644970414,0.04919164161240304
A08,King's Indian Attack: French Variation,1600-2000,1683,0.5145573380867499,0.04898788925069487
A40,Englund Gambit Complex: Soller Gambit,1600-2000,1683,0.5448603683897801,0.04898788925069487
C21,Danish Gambit Accepted,1600-2000,1672,0.6537081339712919,0.04866770696801059
E10,Indian Game: Anti-Nimzo-Indian,1600-2000,1664,0.5114182692307693,0.04843484712605838
D21,Queen's Gambit Accepted: Rosenthal Variation,1600-2000,1661,0.6128838049367851,0.048347524685326305
E91,King's Indian Defense: Orthodox Variation,1600-2000,1661,0.5460565924142083,0.048347524685326305
C02,"French Defense: Advance Variation, Milner-Barry Gambit",1600-2000,1648,0.5018203883495146,0.04796912744215398
E77,King's Indian Defense: Six Pawns Attack,1600-2000,1637,0.45571166768478927,0.0476489451594697
B06,Modern Defense: Geller's System,1600-2000,1630,0.43006134969325155,0.04744519279776152
B00,Borg Defense,1600-2000,1629,0.565377532228361,0.047416085317517495
B01,Scandinavian Defense: Boehnke Gambit,1600-2000,1619,0.5219271155033972,0.04712501051507723
A03,Bird Opening: Williams Gambit,1600-2000,1615,0.4693498452012384,0.04700858059410114
C77,"Ruy Lopez: Morphy Defense, Anderssen Variation",1600-2000,1612,0.4913151364764268,0.04692125815336906
C20,King's Pawn Game: Mengarini's Opening,1600-2000,1603,0.4529008109794136,0.04665929083117283
E76,King's Indian Defense: Four Pawns Attack,1600-2000,1590,0.49559748427672956,0.0462808935880005
A06,Zukertort Opening: Reversed Mexican Defense,1600-2000,1587,0.4064272211720227,0.04619357114726842
C44,Scotch Game: Benima Defense,1600-2000,1584,0.5296717171717171,0.046106248706536346
B00,Barnes Defense,1600-2000,1582,0.5834386852085968,0.046048033746048295
B27,Sicilian Defense: Hyperaccelerated Pterodactyl,1600-2000,1579,0.461051298290057,0.04596071130531622
B20,Sicilian Defense: Mengarini Variation,1600-2000,1577,0.48319594166138236,0.04590249634482817
C44,"Scotch Game: Goering Gambit, Double Pawn Sacrifice",1600-2000,1576,0.6446700507614214,0.04587338886458414
D32,Tarrasch Defense: Symmetrical Variation,1600-2000,1575,0.4768253968253968,0.045844281384340116
A41,Rat Defense: English Rat,1600-2000,1573,0.5422759059122696,0.045786066423852065
A45,Indian Game: Pawn Push Variation,1600-2000,1570,0.364968152866242,0.04569874398311999
D20,"Queen's Gambit Accepted: Central Variation, Greco Variation",1600-2000,1568,0.5612244897959183,0.04564052902263194
C46,Four Knights Game: Gunsberg Variation,1600-2000,1566,0.508301404853129,0.045582314062143886
C64,"Ruy Lopez: Classical Variation, Central Variation",1600-2000,1563,0.5399872040946897,0.04549499162141181
A09,Reti Opening: Reti Accepted,1600-2000,1560,0.6032051282051282,0.04540766918067974
C24,Bishop's Opening: Ponziani Gambit,1600-2000,1542,0.5531776913099871,0.04488373453628728
B54,Sicilian Defense,1600-2000,1523,0.5863427445830598,0.044330692411650795
B00,Owen Defense: Smith Gambit,1600-2000,1522,0.4231274638633377,0.04430158493140677
D32,Tarrasch Defense,1600-2000,1511,0.5195234943745863,0.04398140264872249
C45,"Scotch Game: Classical Variation, Intermezzo Variation",1600-2000,1505,0.386046511627907,0.043806757767258335
A10,English Opening: Anglo-Dutch Defense,1600-2000,1503,0.5269461077844312,0.043748542806770284
C47,Four Knights Game: Scotch Variation,1600-2000,1498,0.5574098798397864,0.043603005405550156
D01,"Queen's Pawn Game: Veresov Attack, Classical Defense",1600-2000,1496,0.4304812834224599,0.043544790445062105
C03,French Defense: Tarrasch Variation,1600-2000,1494,0.5776439089692101,0.043486575484574054
B02,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",1600-2000,1488,0.4952956989247312,0.0433119306031099
C26,"Vienna Game: Stanley Variation, Reversed Spanish",1600-2000,1485,0.5346801346801346,0.043224608162377824
C45,"Scotch Game: Scotch Gambit, Advance Variation",1600-2000,1485,0.5037037037037037,0.043224608162377824
D12,"Slav Defense: Quiet Variation, Pin Defense",1600-2000,1484,0.5276280323450134,0.0431955006821338
B03,Alekhine Defense,1600-2000,1478,0.456021650879567,0.043020855800669645
D08,"Queen's Gambit Refused: Albin Countergambit, Normal Line",1600-2000,1476,0.4986449864498645,0.042962640840181594
A57,Benoni Defense: Hromadka System,1600-2000,1472,0.5040760869565217,0.04284621091920549
C65,"Ruy Lopez: Berlin Defense, Beverwijk Variation",1600-2000,1470,0.5591836734693878,0.04278799595871744
C33,"King's Gambit Accepted, Bishop's Gambit",1600-2000,1469,0.5922396187882913,0.042758888478473416
B32,Sicilian Defense: Kalashnikov Variation,1600-2000,1463,0.48735475051264526,0.04258424359700927
C36,"King's Gambit Accepted, Modern Defense",1600-2000,1450,0.4986206896551724,0.04220584635383693
A42,Modern Defense: Averbakh Variation,1600-2000,1436,0.5229805013927576,0.04179834163042058
D21,Queen's Gambit Accepted: Normal Variation,1600-2000,1435,0.6334494773519164,0.04176923415017655
A45,Canard Opening,1600-2000,1434,0.5083682008368201,0.04174012666993252
B34,"Sicilian Defense: Accelerated Dragon, Exchange Variation",1600-2000,1432,0.42248603351955305,0.04168191170944447
C43,Petrov: Modern Attack,1600-2000,1430,0.5293706293706294,0.04162369674895642
C54,"Italian Game: Classical Variation, Greco Gambit, Traditional Line",1600-2000,1422,0.5021097046413502,0.04139083690700422
C26,"Bishop's Opening: Vienna Hybrid, Spielmann Attack",1600-2000,1420,0.5316901408450704,0.04133262194651617
C25,Vienna Game: Vienna Gambit,1600-2000,1418,0.5980253878702397,0.04127440698602812
B51,Sicilian Defense: Canal-Sokolsky Attack,1600-2000,1412,0.4752124645892351,0.04109976210456397
D00,Blackmar-Diemer Gambit: Gedult Gambit,1600-2000,1409,0.5202271114265437,0.04101243966383189
A48,Torre Attack,1600-2000,1408,0.4850852272727273,0.040983332183587864
B95,Sicilian Defense: Najdorf Variation,1600-2000,1405,0.40711743772241993,0.04089600974285579
E61,King's Indian Defense: Smyslov Variation,1600-2000,1405,0.4896797153024911,0.04089600974285579
C00,St. George Defense,1600-2000,1401,0.5560314061384726,0.040779579821879686
B41,Sicilian Defense: Kan Variation,1600-2000,1399,0.38527519656897785,0.040721364861391635
A00,Hungarian Opening: Reversed Modern Defense,1600-2000,1381,0.4706734250543085,0.040197430216999175
B53,"Sicilian Defense: Modern Variations, Tartakower",1600-2000,1376,0.5370639534883721,0.04005189281577905
C37,"King's Gambit Accepted, King's Knight Gambit",1600-2000,1360,0.5617647058823529,0.03958617313187464
B07,Pirc Defense: Byrne Variation,1600-2000,1355,0.4797047970479705,0.03944063573065451
A40,Polish Defense,1600-2000,1349,0.5352112676056338,0.039265990849190364
A05,King's Indian Attack: Symmetrical Defense,1600-2000,1343,0.4676098287416232,0.039091345967726204
D30,"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",1600-2000,1341,0.5525727069351231,0.03903313100723815
A22,English Opening: Carls-Bremen System,1600-2000,1339,0.5765496639283048,0.0389749160467501
D00,"Queen's Pawn Game: Veresov Attack, Alburt Defense",1600-2000,1339,0.4234503360716953,0.0389749160467501
D07,Queen's Gambit Refused: Chigorin Defense #2,1600-2000,1336,0.562125748502994,0.038887593606018026
B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",1600-2000,1330,0.43157894736842106,0.03871294872455388
A04,Zukertort Opening: Dutch Variation,1600-2000,1316,0.48404255319148937,0.038305444001137515
B00,Carr Defense,1600-2000,1313,0.6031987814166032,0.038218121560405445
A60,Benoni Defense: Modern Variation,1600-2000,1311,0.482837528604119,0.038159906599917394
C25,Vienna Game: Zhuravlev Countergambit #2,1600-2000,1310,0.516030534351145,0.03813079911967337
C42,Russian Game: Cozio (Lasker) Attack,1600-2000,1308,0.48547400611620795,0.03807258415918532
C69,"Ruy Lopez: Exchange Variation, Normal Variation",1600-2000,1303,0.5295471987720645,0.03792704675796519
D00,Blackmar-Diemer Gambit: Ryder Gambit,1600-2000,1299,0.5157813702848345,0.03781061683698909
C05,"French Defense: Tarrasch Variation, Closed Variation",1600-2000,1296,0.4876543209876543,0.03772329439625701
C41,Philidor Defense: Hanham Variation,1600-2000,1295,0.5027027027027027,0.037694186916012985
D10,"Slav Defense: Slav Gambit, Alekhine Attack",1600-2000,1293,0.54292343387471,0.037635971955524934
C68,"Ruy Lopez: Exchange Variation, Lutikov Variation",1600-2000,1290,0.603875968992248,0.03754864951479286
C00,French Defense: Horwitz Attack,1600-2000,1287,0.4677544677544678,0.03746132707406078
B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",1600-2000,1282,0.4157566302652106,0.03731578967284065
C41,Philidor Defense: Lopez Countergambit,1600-2000,1281,0.531615925058548,0.03728668219259663
C40,Gunderam Defense,1600-2000,1276,0.6105015673981191,0.03714114479137651
C34,"King's Gambit Accepted, Becker Defense",1600-2000,1275,0.5419607843137255,0.03711203731113248
B00,Nimzowitsch Defense: Mikenas Variation,1600-2000,1266,0.6050552922590837,0.036850069988936245
A21,"English Opening: King's English Variation, Kramnik-Shirov Counterattack",1600-2000,1265,0.5391304347826087,0.03682096250869222
D31,Semi-Slav Defense: Marshall Gambit,1600-2000,1258,0.5747217806041336,0.03661721014698405
C68,"Ruy Lopez: Exchange Variation, King's Bishop Variation",1600-2000,1256,0.5342356687898089,0.036558995186495996
C40,Latvian Gambit,1600-2000,1254,0.5255183413078149,0.036500780226007945
D07,"Queen's Gambit Refused: Chigorin Defense, Janowski Variation",1600-2000,1253,0.6121308858739026,0.03647167274576392
B07,Czech Defense,1600-2000,1250,0.4496,0.03638435030503184
A45,Indian Game: Omega Gambit,1600-2000,1248,0.4423076923076923,0.036326135344543785
B40,"Sicilian Defense: French Variation, Normal",1600-2000,1246,0.41974317817014445,0.036267920384055734
B21,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",1600-2000,1239,0.4576271186440678,0.03606416802234756
C41,Philidor Defense: Morphy Gambit,1600-2000,1232,0.564935064935065,0.03586041566063938
C57,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",1600-2000,1232,0.43912337662337664,0.03586041566063938
D30,Queen's Gambit Declined: Traditional Variation,1600-2000,1221,0.5004095004095004,0.035540233377955095
A84,Dutch Defense: Normal Variation,1600-2000,1213,0.4682605111294312,0.0353073735360029
A31,"English Opening: Symmetrical Variation, Anti-Benoni Variation",1600-2000,1208,0.4693708609271523,0.03516183613478277
B28,"Sicilian Defense: O'Kelly Variation, Normal System",1600-2000,1207,0.4772162386081193,0.035132728654538745
C21,King's Pawn Game: Beyer Gambit,1600-2000,1206,0.6509121061359867,0.03510362117429472
B40,Sicilian Defense: Kramnik Variation,1600-2000,1203,0.44222776392352453,0.03501629873356264
B40,Sicilian Defense: Drazic Variation,1600-2000,1203,0.5195344970906068,0.03501629873356264
C31,"King's Gambit, Falkbeer Countergambit, Staunton Line",1600-2000,1197,0.4444444444444444,0.03484165385209849
C20,Portuguese Opening,1600-2000,1193,0.44677284157585917,0.03472522393112239
D00,Queen's Pawn Game: Steinitz Countergambit,1600-2000,1187,0.4700926705981466,0.034550579049658234
E90,King's Indian Defense: Zinnowitz Variation,1600-2000,1185,0.46160337552742614,0.03449236408917018
B22,"Sicilian Defense: Alapin Variation, Barmen Defense",1600-2000,1183,0.48520710059171596,0.03443414912868214
B24,"Sicilian Defense: Closed Variation, Fianchetto Variation",1600-2000,1183,0.5435333896872359,0.03443414912868214
C44,Scotch Game: Goering Gambit,1600-2000,1165,0.5733905579399141,0.03391021448428967
A00,"Grob Opening: Grob Gambit, Fritz Gambit",1600-2000,1156,0.5458477508650519,0.03364824716209344
B10,Caro-Kann Defense #2,1600-2000,1155,0.5298701298701298,0.033619139681849416
C00,French Defense: Reti-Spielmann Attack,1600-2000,1152,0.4539930555555556,0.03353181724111734
C28,"Vienna Game: Stanley Variation, Three Knights Variation",1600-2000,1146,0.537521815008726,0.03335717235965319
A40,"Englund Gambit Declined, Reversed Alekhine",1600-2000,1145,0.5432314410480349,0.03332806487940917
C50,Italian Game: Rousseau Gambit,1600-2000,1141,0.4723926380368098,0.033211634958433066
B12,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack",1600-2000,1139,0.4266900790166813,0.033153419997945015
C44,King's Knight Opening: Konstantinopolsky,1600-2000,1137,0.3940193491644679,0.033095205037456964
D55,"Queen's Gambit Declined: Modern Variation, Normal Line",1600-2000,1133,0.5127978817299206,0.03297877511648086
B40,Sicilian Defense: Paulsen-Basman Defense,1600-2000,1132,0.48586572438162545,0.03294966763623683
B10,Caro-Kann Defense: Accelerated Panov Attack #2,1600-2000,1131,0.48099027409372236,0.032920560155992803
C44,King's Pawn Game: Dresden Opening,1600-2000,1126,0.45381882770870335,0.03277502275477268
A80,Dutch Defense: Raphael Variation,1600-2000,1123,0.4853072128227961,0.032687700314040606
A45,Trompowsky Attack: Classical Defense,1600-2000,1120,0.47232142857142856,0.03260037787330853
D20,Queen's Gambit Accepted: Accelerated Mannheim Variation,1600-2000,1114,0.5278276481149012,0.032425732991844376
C10,"French Defense: Rubinstein Variation, Blackburne Defense",1600-2000,1110,0.45675675675675675,0.032309303070868274
B01,Scandinavian Defense: Modern Variation,1600-2000,1107,0.4751580849141825,0.0322219806301362
D11,Slav Defense: Modern,1600-2000,1102,0.52994555353902,0.03207644322891607
A06,Nimzowitsch-Larsen Attack,1600-2000,1101,0.5104450499545867,0.032047335748672044
C44,"Scotch Game: Scotch Gambit, Dubois Reti Defense",1600-2000,1100,0.47363636363636363,0.03201822826842802
A01,Nimzo-Larsen Attack: Modern Variation,1600-2000,1098,0.40710382513661203,0.03196001330793997
D94,"Gruenfeld Defense: Three Knights Variation, Burille Variation",1600-2000,1096,0.4552919708029197,0.031901798347451917
D11,Slav Defense: Quiet Variation,1600-2000,1095,0.4648401826484018,0.03187269086720789
C60,Ruy Lopez: Nuernberg Variation,1600-2000,1094,0.6170018281535649,0.031843583386963865
C02,"French Defense: Advance Variation, Main Line",1600-2000,1089,0.5022956841138659,0.03169804598574374
B40,Sicilian Defense: Smith-Morra Gambit Deferred,1600-2000,1088,0.5073529411764706,0.03166893850549971
C57,"Italian Game: Two Knights Defense, Fritz Variation",1600-2000,1088,0.42463235294117646,0.03166893850549971
B40,Sicilian Defense: Pin Variation,1600-2000,1084,0.4492619926199262,0.03155250858452361
C22,Center Game: Berger Variation,1600-2000,1081,0.4495837187789084,0.03146518614379153
B02,"Alekhine Defense: Two Pawn Attack, Lasker Variation",1600-2000,1080,0.425,0.03143607866354751
C01,"French Defense: Exchange Variation, Svenonius Variation",1600-2000,1077,0.415041782729805,0.03134875622281543
C40,King's Pawn Game: Gunderam Gambit,1600-2000,1064,0.6043233082706767,0.030970358979643103
